persona_id,condition,trial,accuracy,log_likelihood
2,slider,14,0.44,-1.0517904803295677
2,partial,14,0.66,-0.6471385995886493
2,standard,15,0.72,-0.7645975869663634
2,projected,15,0.64,-0.6785518412509898
2,slider,15,0.5,-1.1329022244485507
2,partial,15,0.66,-0.6168649039920853
2,standard,16,0.72,-0.7879038616181174
2,projected,16,0.6,-0.7165969192011385
2,slider,16,0.5,-1.1351880067119715
2,partial,16,0.66,-0.6281346361321707
2,standard,17,0.72,-0.7885396366032347
2,projected,17,0.56,-0.7175461606045107
2,slider,17,0.5,-1.176842924577569
2,partial,17,0.66,-0.6283423588143409
2,standard,18,0.72,-0.7991876222587431
2,projected,18,0.58,-0.7236604021845462
2,slider,18,0.52,-1.1602179387764116
2,partial,18,0.66,-0.6050257989061639
2,standard,19,0.68,-0.8041497964767481
2,projected,19,0.6,-0.7173000435808419
2,slider,19,0.54,-1.1307202846350561
2,partial,19,0.72,-0.605142931280697
2,standard,20,0.68,-0.8065817913226344
2,projected,20,0.58,-0.7204639916682986
2,slider,20,0.54,-1.193804760514446
2,partial,20,0.7,-0.6107613027951289
2,standard,21,0.76,-0.6971882593436186
2,projected,21,0.6,-0.7087296454096681
2,slider,21,0.54,-1.1170913379698135
2,partial,21,0.72,-0.5579049338179152
2,standard,22,0.76,-0.6974363311492304
2,projected,22,0.6,-0.7014788099233222
2,slider,22,0.6,-0.9998892540696324
2,partial,22,0.72,-0.5550568648326792
2,standard,23,0.76,-0.672566031326
2,projected,23,0.72,-0.6423410436107853
2,slider,23,0.6,-0.9889250307552512
2,partial,23,0.74,-0.5404238615296757
2,standard,24,0.76,-0.762420160807029
2,projected,24,0.64,-0.7063330856574848
2,slider,24,0.58,-1.0517507585075634
2,partial,24,0.74,-0.5917654305959595
2,standard,25,0.76,-0.7601647666266639
2,projected,25,0.7,-0.5956260292201753
2,slider,25,0.58,-1.0496966439666615
2,partial,25,0.78,-0.579503556638229
2,standard,26,0.72,-0.8549129870193487
2,projected,26,0.62,-0.586819673261533
2,slider,26,0.58,-1.0490800517793812
2,partial,26,0.74,-0.6326885791867668
2,standard,27,0.72,-0.8552187966511339
2,projected,27,0.64,-0.6156691212990733
2,slider,27,0.6,-1.063439199323543
2,partial,27,0.74,-0.6384382414795489
2,standard,28,0.76,-0.826071078275392
2,projected,28,0.64,-0.6147987097470415
2,slider,28,0.6,-1.0634171647011186
2,partial,28,0.72,-0.6229675771559589
2,standard,29,0.76,-0.8176221493949457
2,projected,29,0.64,-0.6062792590870599
2,slider,29,0.6,-1.0183524926975465
2,partial,29,0.78,-0.6275509956118664
2,standard,30,0.76,-0.8178386055875544
2,projected,30,0.64,-0.60153523069179
2,slider,30,0.6,-1.0397265950876342
2,partial,30,0.76,-0.627915034842209
2,standard,31,0.68,-1.095777381311094
2,projected,31,0.64,-0.6046482915238066
2,slider,31,0.6,-1.0404646290341497
2,partial,31,0.78,-0.7049814552072782
2,standard,32,0.66,-1.1362542486362814
2,projected,32,0.64,-0.6415145784392327
2,slider,32,0.6,-1.0045609835884577
2,partial,32,0.8,-0.6889032313259362
2,standard,33,0.62,-1.1729652703557363
2,projected,33,0.66,-0.6495532489906046
2,slider,33,0.6,-1.0089510773686288
2,partial,33,0.74,-0.6831343135538563
2,standard,34,0.52,-1.284278208279789
2,projected,34,0.62,-0.7041520337146284
2,slider,34,0.6,-0.9790901311873427
2,partial,34,0.72,-0.6996146881805487
2,standard,35,0.52,-1.28726031547591
2,projected,35,0.64,-0.7007949245110037
2,slider,35,0.6,-0.9967905024881734
2,partial,35,0.7,-0.7019424017189518
2,standard,36,0.46,-1.3982280479856255
2,projected,36,0.64,-0.6422039454045165
2,slider,36,0.62,-1.054174236670627
2,partial,36,0.66,-0.7724976882090195
2,standard,37,0.46,-1.3984842393319747
2,projected,37,0.62,-0.639997983362492
2,slider,37,0.62,-1.060172477764717
2,partial,37,0.66,-0.7736647228128548
2,standard,38,0.46,-1.5939723059260522
2,projected,38,0.66,-0.6896249975386032
2,slider,38,0.58,-1.1175243357733784
2,partial,38,0.6,-0.8747274428213404
2,standard,39,0.46,-1.589908883479969
2,projected,39,0.7,-0.6370508672755327
2,slider,39,0.64,-1.0125449485656959
2,partial,39,0.62,-0.8333258235446146
2,standard,40,0.48,-1.5840650194187842
2,projected,40,0.7,-0.6463835371732977
2,slider,40,0.62,-1.0195222182246582
2,partial,40,0.62,-0.8428031335231927
2,standard,41,0.48,-1.5841132951747725
2,projected,41,0.7,-0.6510868107965746
2,slider,41,0.6,-1.0441626868377656
2,partial,41,0.62,-0.8434148470813557
2,standard,42,0.46,-1.8520168563481691
2,projected,42,0.68,-0.7100571893499343
2,slider,42,0.52,-1.2161582141671143
2,partial,42,0.62,-0.9363701612261738
2,standard,43,0.46,-1.8520237599373905
2,projected,43,0.68,-0.712988716179523
2,slider,43,0.52,-1.2480975591321783
2,partial,43,0.62,-0.9371736224793381
2,standard,44,0.46,-1.800079114138044
2,projected,44,0.68,-0.6991645550469622
2,slider,44,0.54,-1.2457076936751754
2,partial,44,0.64,-0.9254443638478801
2,standard,45,0.52,-1.750909558789283
2,projected,45,0.7,-0.7170454015193696
2,slider,45,0.56,-1.2898915868903906
2,partial,45,0.62,-0.8693691808707784
2,standard,46,0.5,-1.7540952799695393
2,projected,46,0.62,-0.7538667844353408
2,slider,46,0.56,-1.262567872639857
2,partial,46,0.64,-0.8702799295683684
2,standard,47,0.5,-1.7539647086029557
2,projected,47,0.62,-0.7036037181400597
2,slider,47,0.56,-1.2660745791304242
2,partial,47,0.64,-0.8705367762702357
2,standard,48,0.5,-1.628233045815441
2,projected,48,0.68,-0.6686608525305334
2,slider,48,0.56,-1.2690085053530213
2,partial,48,0.6,-0.8663344121965235
2,standard,49,0.62,-1.5174636460689876
2,projected,49,0.66,-0.6574075664516681
2,slider,49,0.56,-1.3948852314772175
2,partial,49,0.66,-0.8094063502501266
2,standard,50,0.6,-1.5376133633368414
2,projected,50,0.68,-0.6643432121015477
2,slider,50,0.54,-1.4610856732724746
2,partial,50,0.66,-0.8321506239645293
3,standard,0,0.46,-0.6931471803599452
3,projected,0,0.46,-0.6931471803599452
3,slider,0,0.46,-0.6931471803599452
3,partial,0,0.46,-0.6931471803599452
3,standard,1,0.58,-0.7547537480170312
3,projected,1,0.56,-0.6952903733622792
3,slider,1,0.6,-0.6592725466305249
3,partial,1,0.62,-0.6979968595974229
3,standard,2,0.44,-0.7242279937478863
3,projected,2,0.62,-0.6823772765507679
3,slider,2,0.66,-0.611547057308818
3,partial,2,0.62,-0.6522705616097453
3,standard,3,0.62,-0.6753837734660797
3,projected,3,0.58,-0.7088058103387413
3,slider,3,0.66,-0.6208896024519612
3,partial,3,0.68,-0.5876986607681205
3,standard,4,0.6,-0.6814693833891945
3,projected,4,0.62,-0.707035034336812
3,slider,4,0.66,-0.6236262321264471
3,partial,4,0.64,-0.5936534039235738
3,standard,5,0.68,-0.6036756579553018
3,projected,5,0.62,-0.6778194615113802
3,slider,5,0.66,-0.6393290307503042
3,partial,5,0.64,-0.5849300936860791
3,standard,6,0.66,-0.6258143664562603
3,projected,6,0.6,-0.7051636200346125
3,slider,6,0.62,-0.6525898318202763
3,partial,6,0.56,-0.6091268419809641
3,standard,7,0.62,-0.6336281252154019
3,projected,7,0.62,-0.6603874191591416
3,slider,7,0.58,-0.7143387335775967
3,partial,7,0.56,-0.6258615216568647
3,standard,8,0.62,-0.6143420029679078
3,projected,8,0.64,-0.6544507639768837
3,slider,8,0.62,-0.7372570942859668
3,partial,8,0.58,-0.6312102432362601
3,standard,9,0.6,-0.7217751908901442
3,projected,9,0.54,-0.7344364675824877
3,slider,9,0.46,-0.8642173872180733
3,partial,9,0.54,-0.7261153286212355
3,standard,10,0.6,-0.7218459433366262
3,projected,10,0.54,-0.7480848701793252
3,slider,10,0.48,-0.8427272197576444
3,partial,10,0.54,-0.7263910534055217
3,standard,11,0.66,-0.7690656544005963
3,projected,11,0.64,-0.6431825145169269
3,slider,11,0.4,-1.1084322381354241
3,partial,11,0.54,-0.827953747461053
3,standard,12,0.68,-0.7284114391087558
3,projected,12,0.62,-0.615431757687062
3,slider,12,0.48,-0.7834379011557111
3,partial,12,0.6,-0.6403914430449289
