persona_id,condition,trial,accuracy,log_likelihood
2,standard,24,0.58,-0.6929678940722015
2,projected,24,0.54,-0.6930138747433985
2,slider,24,0.54,-0.6930123729888693
2,partial,24,0.56,-0.6929899674021819
2,standard,25,0.6,-0.6929201373196736
2,projected,25,0.58,-0.6929999586354444
2,slider,25,0.6,-0.6929973133717211
2,partial,25,0.64,-0.692958564888237
2,standard,26,0.58,-0.6928739138969966
2,projected,26,0.5,-0.6930101538523066
2,slider,26,0.56,-0.6930050811669786
2,partial,26,0.56,-0.692939324448232
2,standard,27,0.58,-0.692872602831834
2,projected,27,0.52,-0.692992947706291
2,slider,27,0.58,-0.6929883140695381
2,partial,27,0.6,-0.6929302724266616
2,standard,28,0.66,-0.69280772843958
2,projected,28,0.56,-0.6929646986632362
2,slider,28,0.6,-0.6929659086472211
2,partial,28,0.62,-0.6928866910369582
2,standard,29,0.6,-0.6927789441164045
2,projected,29,0.52,-0.692981112332393
2,slider,29,0.58,-0.6929793033179144
2,partial,29,0.56,-0.6928789993264737
2,standard,30,0.64,-0.6927696943132371
2,projected,30,0.56,-0.6929875694897777
2,slider,30,0.58,-0.6929852884333606
2,partial,30,0.58,-0.6928773745654643
2,standard,31,0.66,-0.6927153105271995
2,projected,31,0.56,-0.6929782203275451
2,slider,31,0.56,-0.6929792663872503
2,partial,31,0.62,-0.6928471539829864
2,standard,32,0.64,-0.6926141174966667
2,projected,32,0.58,-0.6929585067589105
2,slider,32,0.58,-0.6929553483715756
2,partial,32,0.62,-0.6927845642537166
2,standard,33,0.62,-0.6926663450766426
2,projected,33,0.56,-0.69299581050268
2,slider,33,0.6,-0.6929946174265365
2,partial,33,0.58,-0.6928303082986854
2,standard,34,0.6,-0.692618730717745
2,projected,34,0.56,-0.6929715871056317
2,slider,34,0.6,-0.6929700948747468
2,partial,34,0.58,-0.6927942123729122
2,standard,35,0.6,-0.6926287727046294
2,projected,35,0.54,-0.6929649797937824
2,slider,35,0.6,-0.6929586154756211
2,partial,35,0.54,-0.6927934757201608
2,standard,36,0.62,-0.6926470444663879
2,projected,36,0.56,-0.6929395138365608
2,slider,36,0.62,-0.6929325422318535
2,partial,36,0.58,-0.692789566179734
2,standard,37,0.62,-0.6926772463883993
2,projected,37,0.58,-0.6929610333106284
2,slider,37,0.6,-0.6929525031349866
2,partial,37,0.58,-0.6928146520282684
2,standard,38,0.64,-0.6926956984213145
2,projected,38,0.58,-0.6929518574929995
2,slider,38,0.6,-0.6929407771511035
2,partial,38,0.58,-0.6928180128195534
2,standard,39,0.62,-0.6926762644136322
2,projected,39,0.58,-0.6929633146139501
2,slider,39,0.58,-0.6929545163993097
2,partial,39,0.56,-0.6928151435735894
2,standard,40,0.58,-0.6926763993891718
2,projected,40,0.56,-0.6929680616563555
2,slider,40,0.6,-0.6929633745791464
2,partial,40,0.56,-0.6928196298402678
2,standard,41,0.52,-0.6927016526505971
2,projected,41,0.56,-0.6929638568838875
2,slider,41,0.6,-0.6929563505584135
2,partial,41,0.56,-0.6928287190675306
2,standard,42,0.54,-0.6926949979081674
2,projected,42,0.56,-0.692957182159211
2,slider,42,0.6,-0.6929540436690889
2,partial,42,0.6,-0.6928242312857046
2,standard,43,0.54,-0.6927058976858933
2,projected,43,0.58,-0.6929294718234082
2,slider,43,0.6,-0.6929435271671669
2,partial,43,0.6,-0.6928243808827956
2,standard,44,0.6,-0.692697965560485
2,projected,44,0.6,-0.6929119420882117
2,slider,44,0.64,-0.6929334294999961
2,partial,44,0.62,-0.6928153781429403
2,standard,45,0.58,-0.6926609117490722
2,projected,45,0.62,-0.6929104708623722
2,slider,45,0.6,-0.692930456694222
2,partial,45,0.62,-0.692795319816464
2,standard,46,0.58,-0.6927266393133865
2,projected,46,0.6,-0.6929260889375682
2,slider,46,0.58,-0.6929387295692102
2,partial,46,0.6,-0.6928323100986157
2,standard,47,0.56,-0.692699970016168
2,projected,47,0.58,-0.6929131298543026
2,slider,47,0.56,-0.692923650544139
2,partial,47,0.6,-0.6928114433605014
2,standard,48,0.54,-0.6927155285324436
2,projected,48,0.58,-0.6929120619799894
2,slider,48,0.58,-0.6929241928932603
2,partial,48,0.58,-0.6928195098494961
2,standard,49,0.56,-0.6926716059461406
2,projected,49,0.64,-0.6928860940648767
2,slider,49,0.58,-0.6928995437643843
2,partial,49,0.6,-0.6927852293479425
2,standard,50,0.56,-0.6926840046308891
2,projected,50,0.7,-0.6928918135025627
2,slider,50,0.6,-0.6929023516613211
2,partial,50,0.62,-0.6927928013002779
0,standard,0,0.24,-0.6931471803599452
0,projected,0,0.24,-0.6931471803599452
0,slider,0,0.24,-0.6931471803599452
0,partial,0,0.24,-0.6931471803599452
0,standard,1,0.5,-0.6930914151749958
0,projected,1,0.46,-0.6931536038013768
0,slider,1,0.44,-0.6931553945296194
0,partial,1,0.48,-0.69312339350661
0,standard,2,0.54,-0.6930502283878931
0,projected,2,0.56,-0.6931229700285318
0,slider,2,0.64,-0.6931160031507412
0,partial,2,0.6,-0.6930830948811818
0,standard,3,0.54,-0.6929879561903418
0,projected,3,0.54,-0.6931251107745954
0,slider,3,0.54,-0.6931159030906514
0,partial,3,0.52,-0.6930518720577287
0,standard,4,0.62,-0.6930129267803968
0,projected,4,0.62,-0.6930904604223513
0,slider,4,0.68,-0.6930829635049036
0,partial,4,0.6,-0.6930478823533461
0,standard,5,0.52,-0.6929912219455331
0,projected,5,0.62,-0.6930535650247998
0,slider,5,0.66,-0.6930391175527607
0,partial,5,0.58,-0.693015098856528
0,standard,6,0.48,-0.6930107522040662
0,projected,6,0.6,-0.6930431432146961
0,slider,6,0.64,-0.6930234137469065
0,partial,6,0.54,-0.6930169956301379
0,standard,7,0.54,-0.6929189648015055
0,projected,7,0.72,-0.6929956478303839
0,slider,7,0.74,-0.6929734660334222
0,partial,7,0.62,-0.6929461170357031
0,standard,8,0.58,-0.692862812695107
0,projected,8,0.66,-0.6930017798623145
0,slider,8,0.68,-0.6929729983390825
0,partial,8,0.7,-0.6929177996326985
0,standard,9,0.64,-0.6928459912528904
0,projected,9,0.66,-0.6930030147549353
0,slider,9,0.64,-0.6929654791982369
0,partial,9,0.7,-0.692905607349745
0,standard,10,0.66,-0.6928511202283951
0,projected,10,0.66,-0.692968240850707
0,slider,10,0.68,-0.6929303072169012
0,partial,10,0.7,-0.6928905848031026
0,standard,11,0.68,-0.692752369186162
0,projected,11,0.68,-0.6929533351248698
0,slider,11,0.72,-0.692915660910746
0,partial,11,0.7,-0.6928338770548979
0,standard,12,0.68,-0.692723456567688
0,projected,12,0.68,-0.6929511895148626
